salary_id,employer_name,location_name,location_state,location_country,location_latitude,location_longitude,job_title,job_title_category,job_title_rank,total_experience_years,employer_experience_years,annual_base_pay,signing_bonus,annual_bonus,stock_value_bonus,comments,submitted_at
871,open access publisher,london,,,,,technical architect,Other,,4,2,60000,0,0,1000,,3/21/16 14:02
873,deka research,"manchester, nh",NH,US,42.99,-71.45,software engineer,Software,,5,3,69000,2000,3000,0,,3/21/16 14:03
878,small consulting shop,nyc,,,,,sr consultant (software  engineer),Software,Senior,20,2.5,1500,,,na,,3/21/16 14:03
879,sitecrafting,tacoma,,,,,web application developer,Web,,5,1,52500,0,0,0,Tacoma has a relatively low cost of living...but still...,3/21/16 14:03
880,verizon,"waltham, ma",MA,US,42.38,-71.24,senior software engineer,Software,Senior,7,2,110000,,,0,,3/21/16 14:03
881,instructure,salt lake city,,,,,software engineer,Software,,1,0,75000,0,0,20000,,3/21/16 14:03
882,domo,"american fork, ut",UT,US,40.39,-111.78,account executive,Management,,5,1,80000,25000,140000,50000,,3/21/16 14:03
883,hp,bulgaria,,BG,43,25,unix support engineer level 1,Engineering,1,1,1,5600,0,0,0,,3/21/16 14:03
888,moven,"radnor, pa",PA,US,39.96,-75.35,software engineer,Software,,8,1,105000,0,0,0,Don't work here :'(,3/21/16 14:04
889,insureon,chicago,,,,,sr full-stack develop,Other,Senior,7,1,85000,0,0,0,,3/21/16 14:04
891,compas technology llc,san francisco,,,,,full stack software engineer,Web,,3,1,75000,0,7500,0,,3/21/16 14:04
892,~publicisgroupe,berlin,,,,,junior devops engineer,Engineering,Junior,5,1,33000,,,no,"Iâ€™ve moved to Berlin and did not know what I can demand as salary, so I did the mistake to take the first offer, which is basically too low for this position.",3/21/16 14:04
893,facebook,menlo park,,,,,software engineer,Software,,2,0,145000,10000,14500,,,3/21/16 14:04
896,aol,los angeles,,,,,senior product manager,Management,Senior,3,1,120000,0,12000,5000,,3/21/16 14:04
898,infosys,chicago,,,,,technology architect,Other,,12,7,90000,0,10,0,,3/21/16 14:04
900,minted,san francisco,,,,,software intern,Software,Intern,1,0,74400,,,,,3/21/16 14:05
902,microsoft,"redmond, wa",WA,US,47.68,-122.12,sde,Software,,5,1,115000,15000,,65000,,3/21/16 14:05
908,large retailer,"new york, ny",NY,US,40.71,-73.99,interactive designer,Other,,9,4,67000,0,0,0,,3/21/16 14:05
909,here,berlin,,,,,software engeneer,Software,,5,2,65000,,10000,,,3/21/16 14:05
910,uber,san francisco,,,,,senior software engineer,Software,Senior,3,1.5,150000,0,25000,100000,,3/21/16 14:05
911,shipwire,sunnyvale,,,,,software engineer,Software,,4,2,91000,0,5,0,,3/21/16 14:05
912,twitter,new york city,NY,US,38,-97,senior software engineer,Software,Senior,15,2,155000,0,0,325000,,3/21/16 14:06
918,salesforce,seattle,,,,,lead member of technical staff,Other,,10,5,150000,0,15000,30000,I love working here.,3/21/16 14:06
919,consulting llc,midwest,,,,,technical architect,Other,,,3,92000,0,10000,0,,3/21/16 14:06
922,costco,issaquah,,,,,analyst,Data,,15,3,110000,0,0,0,,3/21/16 14:06
924,oracle,southern california,CA,US,38,-97,ux developer,Software,,10,5,100000,,,,,3/21/16 14:07
927,1st4connect,"lahore, pakistan",,PK,30,70,software developer engineer,Software,,3,1,100000,,,,,3/21/16 14:07
932,nike,"beaverton, or",OR,US,45.49,-122.8,senior technical project manager,Management,Senior,10,1,124000,0,0,0,,3/21/16 14:07
934,fresh code,"salt lake city, utah",UT,US,40.75,-111.9,software engineer,Software,,5,0.5,95000,0,0,0,,3/21/16 14:07
935,ericsson,ireland,,IE,53,-8,software engineer,Software,,4,1,40000,0,0,0,,3/21/16 14:07
936,google,sydney,,,,,swe,Software,,15,5,130000,0,20000,~40000,,3/21/16 14:07
939,ak systems,new york,NY,US,38,-97,software engineer,Software,,10,6,120000,,10000,,,3/21/16 14:07
941,self-employed,dc-va-md area,,,,,consultant,Other,,3,3,300000,0,0,40000,Annual base pay is average between last year's revenue and this year's expected revenue,3/21/16 14:08
944,freelance,peru,,PE,-10,-76,software engineer,Software,,5,2,200000,0,0,40000,Rough (low end) estimate on salary. Hard to predict. Depends on workflow,3/21/16 14:08
946,autodesk,san francisco,,,,,senior software qa engineer,Software,Senior,8,5,108000,250,,30% Salary as Stock,"After 4 years, 6 week sabbatical",3/21/16 14:08
948,cox automotive,"burlington, vt",VT,US,44.48,-73.22,ui developer,Software,,4,1.5,73500,0,5,0,,3/21/16 14:08
950,square,san francisco,,,,,software engineer,Software,,3,3,115000,0,0,60000,White guy here,3/21/16 14:09
955,generic engineering consultant,toronto,,,,,consultant it/sec/infrastructure,Other,,15,1,105000,,4000,0,have I hit the ceiling?,3/21/16 14:09
956,formidable labs,seattle,,,,,senior front-end developer,Web,Senior,4,2,130000,0,12000,0,Good benefits,3/21/16 14:09
957,mediamath,chicago,,,,,sr engagement associate,Other,Senior,3,1,57000,,,,,3/21/16 14:09
958,state farm,"phoenix, az",AZ,US,33.45,-112.06,software developer,Software,,2,1,63000,4000,6000,,,3/21/16 14:09
960,plain vanilla,iceland,,IS,65,-18,software developer,Software,,3,1,62000,0,0,0,,3/21/16 14:09
963,directv,los angeles,,,,,software engineer,Software,,2,2,80000,0,0,0,,3/21/16 14:10
964,digitalocean,new york,NY,US,38,-97,sre,Other,Senior,10,2,173000,25000,5000,,,3/21/16 14:10
966,b2b,remote us,,,,,senior developer,Software,Senior,14,11,110000,0,0,0,,3/21/16 14:10
969,stealth startup,"london, uk (working remote)",,,,,developer,Software,,10,0,46000,0,,,"Recently accepted offer, haven't started yet.",3/21/16 14:10
970,shoretel,milwaukee,,,,,developer,Software,,8,4,80000,0,8000,0,"Bonus is dependent on company performance, said to be ~10% of salary for most people, but as an aquisition I'm not even eligible until 2017.",3/21/16 14:10
972,johns hopkins,baltimore,,,,,phd student,Other,,2,4,24000,0,0,0,,3/21/16 14:10
973,logmein,san francisco,,,,,senior software engineer,Software,Senior,4,2,110000,0,0,0,,3/21/16 14:10
977,google,new york city,NY,US,38,-97,software engineer ii (level 3),Software,,4,1,117500,0,18000,45000,,3/21/16 14:10
978,startup,nyc,,,,,sr. ops analyst,Data,Senior,2,1.5,70000,0,0,0,,3/21/16 14:10
979,twitter,"san francisco, ca",CA,US,37.77,-122.41,software engineer,Software,,3,1,140000,0,0,50000,,3/21/16 14:10
983,self,usa,,,,,telecom engineering consultant,Engineering,,22,20,200000,0,0,0,,3/21/16 14:11
984,audible,newark,,,,,sde 2,Software,2,3,3,120000,15000,0,40000,,3/21/16 14:11
985,amundi,paris,,,,,it engineer,Engineering,,2,0,47000,,,,,3/21/16 14:11
988,facebook,north carolina,NC,US,38,-97,software engineer,Software,,12,2,198000,25000,40000,100000,,3/21/16 14:11
989,--,san francisco,,,,,infrastructure engineer,Engineering,,10,,188000,0,0,,,3/21/16 14:11
990,-,"brisbane, australia",,AU,-27,133,senior software engineer,Software,Senior,15,1,115000,0,0,0,,3/21/16 14:11
991,workday,pleasanton,,,,,summer intern,Other,Intern,0,0,32,0,0,0,housing + food,3/21/16 14:11
992,civil engineering company,memphis,,,,,project manager e.i,Management,,5,5,65000,0,0,0,,3/21/16 14:11
993,l-mobile software solutions gmbh,"sulzbach an der murr, germany",,DE,51,9,software engineer,Software,,6,4,40000,0,0,0,,3/21/16 14:11
997,bioinformatics company,nijmegen,,,,,internship,Other,Intern,0,0,12000,0,0,0,This is my final internship after which I will be graduating as a BS in Bioinformatics. The company has offered me a job for after graduation.,3/21/16 14:12
998,intel,"folsom, ca",CA,US,38.67,-121.14,application developer,Software,,2,2,74000,6000,3000,15000,,3/21/16 14:12
999,sovrn holdings,"boulder, co",CO,US,40.02,-105.25,software engineer,Software,,6,1,105000,0,0,0,,3/21/16 14:12
1003,n/a,"interior bc, canada",,CA,60,-95,software engineer (intermediate),Software,,7,0,100000,0,0,0,,3/21/16 14:12
1004,small agency,midwest,,,,,web developer,Web,,4,2,62000,0,0,0,,3/21/16 14:12
1006,thomson reuters,london,,,,,senior software engineer,Software,Senior,4,3,40000,,,,,3/21/16 14:13
1007,vitelity communications,"englewood, co",CO,US,39.76,-104.87,software engineer,Software,,5,3,70000,,,,Wore many hats. Decent place to work.,3/21/16 14:13
1008,midsized company,midwest,,,,,data architect,Data,,1,1,74000,0,3000,5000,,3/21/16 14:13
1009,amazon,"santa monica, ca",CA,US,34.01,-118.49,sde i,Software,1,1,1,95000,27000,0,15000,,3/21/16 14:13
1011,digitalocean,virginia,VA,US,38,-97,ruby engineer,Engineering,,10,1,130000,0,7000,15000,,3/21/16 14:13
1012,misc,halifax,,,,,data scientist,Data,,1,1,55000,0,2000,0,,3/21/16 14:13
1013,nvidia,santa clara,,,,,software engineer ic2,Software,2,2,2,115000,,,,,3/21/16 14:13
1017,tdispatch,berlin,,,,,senior developer,Software,Senior,15,1,60000,,,1%,,3/21/16 14:13
1019,photo hosting company,"mountain view, ca",CA,US,37.41,-122.05,engineer,Engineering,,13,3,150000,0,2000,0,,3/21/16 14:14
1025,ixl learning,"san mateo, ca",CA,US,37.57,-122.32,sr. software engineer,Software,Senior,4,3,125000,0,0,0,,3/21/16 14:14
1026,mitre,bedford ma,MA,US,38,-97,lead software systems engineer,Software,,10,6,111500,3500,0,0,,3/21/16 14:14
1027,ibm,south carolina,SC,US,38,-97,senior systems analyst,Data,Senior,16,10,94000,,0,,,3/21/16 14:14
1028,google,mtv,,,,,software engineer,Software,,2.5,1.5,108000,,19000,52000,,3/21/16 14:14
1029,6 person startup,"san francisco, ca",CA,US,37.77,-122.41,software engineer,Software,,2,0,105000,5000,,,,3/21/16 14:14
1030,wovenware,"san juan, pr",,,,,software developer,Software,,3,0.25,45000,0,3000,0,,3/21/16 14:14
1032,google,seattle,,,,,sde,Software,,0,0,110,5,15,45,New Hire - College Grad (MS),3/21/16 14:14
1033,self,"minneapolis, mn",MN,US,44.96,-93.26,senior front-end/full-stack developer,Web,Senior,8,,135000,,,,,3/21/16 14:14
1035,expedia,seattle,,,,,software development engineer ii,Software,2,3,3,105000,0,12000,0,,3/21/16 14:15
1036,microsoft,uk,,,,,support escalation engineer,Engineering,,10,3,85320,4000,5000,"$4,000",,3/21/16 14:15
1037,e commerce company,"boston, ma",MA,US,42.35,-71.06,â€‹sr engineer,Engineering,,12,4,135000,0,20000,0,You wouldn't want to work here. I just do it for the $$.,3/21/16 14:15
1038,cgi,canada,,CA,60,-95,senior consultant,Other,Senior,5,4,40000,0,800,3%,,3/21/16 14:15
1040,ecommerce startup,"salt lake city, ut",UT,US,40.75,-111.9,magento developer,Software,,6,1.5,37500,0,15,,flexible hours; 5-minute commute; socially progressive atmosphere,3/21/16 14:15
1041,state of california,"sacramento, ca",CA,US,38.58,-121.49,staff programmer,Other,,4,3,65000,,,,Defined Benefit Pension,3/21/16 14:15
1042,startup,"adelaide, australia",,AU,-27,133,senior software engineer,Software,Senior,15,4,85000,0,0,0,,3/21/16 14:15
1043,dish,"denver, co",CO,US,39.82,-105.1,software engineer,Software,,1,1,70000,0,0,0,,3/21/16 14:15
1044,uppsala,sweden,,SE,62,15,post-doc,Other,,6,6,51000,,,,,3/21/16 14:15
1051,rentpath,atlanta,,,,,sr software engineer,Software,Senior,5,4,108000,,,,,3/21/16 14:16
1052,google,mountain view,,,,,developer programs engineer,Software,,,,114000,,,,,3/21/16 14:16
1053,the motley fool,"alexandria, va",VA,US,38.86,-77.05,systems administrator,Management,,5,2,85000,0,,,,3/21/16 14:16
1054,ut dallas,plano tx,TX,US,38,-97,programmer iii,Other,3,4,2.5,67500,0,0,0,,3/21/16 14:16
1055,teradata,san diego,,,,,software engineer,Software,,6,3,78000,0,300,0,,3/21/16 14:16
1058,datis hr cloud,"tampa, fl",FL,US,27.95,-82.48,software developer,Software,,15,0,115000,5000,2500,0,,3/21/16 14:16
1059,reddit,san francisco,,,,,software engineer,Software,,15,1,150000,,,,,3/21/16 14:16
1061,radius,san francisco,,,,,software engineer,Software,,5,2,135000,0,0,30000,,3/21/16 14:16
1062,lever,san francisco,,,,,it administrator,Management,,10,1,75000,5000,,,,3/21/16 14:16
1063,microsoft,"redmond, wa",WA,US,47.68,-122.12,software engineer,Software,,7,7,144000,0,20000,10000,,3/21/16 14:16
1064,ibm,"austin, tx",TX,US,30.26,-97.74,software engineer,Software,,1,1,101000,10000,,,,3/21/16 14:16
1065,washington post,"washington, dc",WA,US,38,-97,full stack developer,Web,,,,80000,5000,0,0,,3/21/16 14:17
1066,big  via middleman agency,south of france,,FR,46,2,front-end engineer,Web,,5,3,42000,1000,0,0,,3/21/16 14:17
1067,springfield power company,"springsfield, co",CO,US,38,-97,nuclear safety inspector,Other,,30,30,24395.8,0,0,0,,3/21/16 14:17
1068,small agency,south west uk,,,,,front-end developer,Web,,5,0.25,41238,,,No Stock,,3/21/16 14:17
1069,groupon,palo alto,,,,,production engineer,Engineering,,7,2.5,125000,10000,,500,,3/21/16 14:17
1074,ssu,vancouver,,,,,web developer,Web,,5,1,550000,0,0,0,,3/21/16 14:17
1075,ontact,"salt lake city, ut",UT,US,40.75,-111.9,senior software engineer,Software,Senior,7,4,95000,0,8000,0,,3/21/16 14:18
1076,small consulting firm,"arlington, va",VA,US,38.86,-77.05,software developer,Software,,0.5,0.5,70000,5000,,,,3/21/16 14:18
1080,accenture,washington dc,WA,US,38,-97,analyst,Data,,2,2,72000,5000,5000,1000,,3/21/16 14:18
1084,client in hr,france - lyon,,FR,46,2,developer,Software,,1,1,25000,0,0,0,,3/21/16 14:19
1085,school of visual arts,"new york, ny",NY,US,40.71,-73.99,systems administration,Management,,15,3,45000,,,No,"Free Tuition for any degree include family or relative, free Lynda.com, hourly 24.00 - 31.00",3/21/16 14:19
1087,onera,"toulouse, france",,FR,46,2,phd candidate,Other,,5,4,32000,0,0,0,PhD candidates dont get paid well,3/21/16 14:19
1088,amazon,"seattle, wa",WA,US,47.61,-122.33,technical program manager,Management,,10,0,130000,37000,,20000,,3/21/16 14:19
1091,think big,"mountain view, ca",CA,US,37.41,-122.05,senior data engineer,Data,Senior,5,4,145000,0,15000,8000,,3/21/16 14:19
1093,microsoft,"redmond, wa",WA,US,47.68,-122.12,software engineer ii,Software,2,7,7,128000,30000,10000,8000,,3/21/16 14:19
1094,(private),"boston, ma",MA,US,42.35,-71.06,creative director + designer/developer,Management,,12,4,100000,0,0,0,Retirement benefits very good... ~7% to ~14% (age/salary dependent),3/21/16 14:22
1097,dropbox,san francisco,,,,,online marketing,Other,,5,1,110000,25000,0,40000,,3/21/16 14:19
1098,pricewaterhousecoopers,australia,,AU,-27,133,senior software engineer,Software,Senior,5,1,97000,0,2000,0,,3/21/16 14:20
1100,apple,sunnyvale,,,,,software engineer,Software,,2,2,118000,20000,10000,100000,,3/21/16 14:20
1103,i,did,,,,,not,Other,,,,,,,WITH,WOMAN,3/21/16 14:20
1104,gest,austin,,,,,ceo,Management,,1,1,36000,0,0,0,,3/21/16 14:20
1105,microsoft,seattle,,,,,software engineer i,Software,1,1,1,105000,15000,10000,"17,500",,3/21/16 14:20
1106,kbc,belgium,,BE,50.83,4,data scientist,Data,,5,2,69000,0,5000,0,,3/21/16 14:20
1107,ebay,sf bay area,,,,,mts,Other,,6,1,195000,10000,20000,"~150,000",,3/21/16 14:20
1112,startup (15-20 people),"san francisco, ca",CA,US,37.77,-122.41,senior software engineer,Software,Senior,6,0.5,150000,,,,,3/21/16 14:21
1113,epic systems,"verona, wisconsin",WI,US,42.98,-89.53,software developer,Software,,0.9,0.9,95000,10000,,0,"Small bonus, but it appeared to be company wide instead of performance based.",3/21/16 14:21
1117,ibm,"hursley, uk",,,,,graduate software developer,Software,,2.5,1.5,44000,0,0,0,,3/21/16 14:21
1118,facebook,menlo park,,,,,software engineer,Software,,1,1,135000,50000,30000,30000,,3/21/16 14:21
1119,advertising,toulouse (fr),,,,,lead backend developer,Software,,5,1,42000,,2000,,,3/21/16 14:21
1120,bah,maryland,MD,US,38,-97,senior software engineer,Software,Senior,15,1,101000,0,0,0,,3/21/16 14:21
1122,freelance,"portland, or",OR,US,45.44,-122.52,front-end developer,Web,,1,1,75000,,,,,3/21/16 14:22
1123,microsoft,"redmond, wa",WA,US,47.68,-122.12,service engineer,Engineering,,3,1,105000,5000,,,,3/21/16 14:22
1126,hcl america,"redmond, wa",WA,US,47.68,-122.12,system administrator,Management,,10,2,55000,0,0,0,Contracting at Microsoft,3/21/16 14:22
1128,fcsa,"omaha, ne",NE,US,41.15,-95.92,software engineer - consultant,Software,,12,1,150000,0,0,0,,3/21/16 14:22
1129,lc holdings ltd,ms,,,,,software developer,Software,,15,12,130000,,,,,3/21/16 14:22
1133,life time fitness,"louisville, co",CO,US,39.96,-105.14,software engineer,Software,,5,1,75000,0,0,,,3/21/16 14:22
1134,ergon energy,"brisbane, australia",,AU,-27,133,senior telecommunications specialist,Other,Senior,10,1,1250000,0,0,0,,3/21/16 14:22
1135,nav canada,"ottawa, canada",,CA,60,-95,software developer,Software,,5,1,83000,0,0,0,Unionized with collective agreement,3/21/16 14:22
1137,billups,97034,OR,US,45.4,-122.68,director of product management,Management,,15,1,135000,0,0,0,,3/21/16 14:22
1146,reply spa,germany,,DE,51,9,consultant,Other,,0,0,45000,0,0,0,,3/21/16 14:23
1148,bitdefender srl,"cluj-napoca, romania",,OM,21,57,software engineer,Software,,2,2,21500,0,0,0,,3/21/16 14:23
1151,segment,san francisco,,,,,operations,Operations,,2,1,105000,0,0,5000,,3/21/16 14:24
1159,private internet access,los angeles,,,,,media,Other,,20,7,36000,0,0,0,,3/21/16 14:24
1162,buffer,"toronto, on",ON,CA,60,-95,mobile engineering lead,Engineering,,6,2,103595,0,0,0,,3/21/16 14:24
1164,amazon,bay area,,,,,sde 1,Software,1,3,1.5,115000,65000,3000,35253,"Stock schedule is backloaded (year 1: 5%, year 2: 15%, year 2.5: 20%, year 3: 20%, year 3.5: 20%, and year 4: 20%) and signing bonus is over 2 years. Total value of stock is now $141k, but was $90k at time of signing. ",3/21/16 14:24
1165,innova bilisim,istanbul,,,,,application development specialist,Software,,3,2,54000,0,4000,,,3/21/16 14:24
1166,eastman chemical company,"kingsport, tn",TN,US,36.52,-82.55,accountant,Other,,2,2,62000,2500,,,,3/21/16 14:24
1167,deoitte,nyc,,,,,consultant,Other,,1,1,70000,5000,0,0,,3/21/16 14:24
1169,centurylink,"denver, co",CO,US,39.82,-105.1,software engineer,Software,,3,1,80000,0,4000,0,,3/21/16 14:25
1174,microsoft,"redmond, wa",WA,US,47.68,-122.12,senior software engineer,Software,Senior,4,4,147000,5000,26000,22000,,3/21/16 14:25
1177,edgecase,austin,,,,,web developer,Web,,2,1,55000,0,0,,,3/21/16 14:25
1179,freelance,"zurich, switzerland",,CH,47,8,software security engineer,Software,,10,0,140000,0,20000,0,,3/21/16 14:25
1181,general electric,san ramon,,,,,sr software engineer,Software,Senior,6.5,3,136000,0,13600,6000,,3/21/16 14:25
1187,rackspace,"austin, tx",TX,US,30.26,-97.74,software engineer,Software,,5,,135000,0,15,,,3/21/16 14:26
1189,transferwise,london,,,,,software engineer,Software,,2.5,1,45000,0,0,0,,3/21/16 14:26
1190,thermo fisher scientific,"lowell, ma",MA,US,42.63,-71.32,software engineer ii,Software,2,3,2,84000,5000,4000,0,,3/21/16 14:26
1192,protolabs,minnesota,MN,US,38,-97,analyst,Data,,3,1,45000,,1500,5%,,3/21/16 14:26
1194,of illinois,"champaign, il",IL,US,40.11,-88.26,communications specialist,Other,,6,3,58000,,,,Excellent benefits including 24 paid days off a year PLUS holidays.,3/21/16 14:27
1200,google,"mountain view, ca",CA,US,37.41,-122.05,web solutions engineer,Web,,10,1,120000,0,18000,28000,,3/21/16 14:27
1202,orbitz,chicago,,,,,software engineer,Software,,6,3,780000,0,3500,0,"Orbitz is very cheap when it comes to giving increments or salaries and now when Expedia has taken over... Forget the increments... My felllow ""scrappy"" Orbitz engineers, Run! Run!! Run!!!!!",3/21/16 14:27
1204,paypal,maryland,MD,US,38,-97,software engineer,Software,,1,1,80000,10000,10,"$2,500",Stock is $10m000 over 4 years.,3/21/16 14:27
1205,-,salt lake city,,,,,devops engineer,Engineering,,12,2,128000,0,4000,"Don't recall. Options are given, not RSUs.","Great place to work but the salary is very atypical within the company and region. Only got it due to existing connections. Thus, company is not named.",3/21/16 14:27
1206,undisclosed,"portland, or",OR,US,45.44,-122.52,sr. support engineer,Engineering,Senior,15,4,97000,0,0,"50,000",,3/21/16 14:28
1207,mozilla,remote (midwest),,,,,engineering manager,Management,,15,6,132000,0,35000,0,,3/21/16 14:28
1208,indiana,"indianapolis, in",,IN,20,77,it systems specialist,Other,,10,1,85000,0,0,0,,3/21/16 14:28
1209,bitdefender srl,cluj-napoca,,,,,software engineer,Software,,10,10,100000,20000,10000,0,,3/21/16 14:35
1215,startup,"london, uk",,,,,ui lead,Other,,10,2,105000,0,0,0,,3/21/16 14:28
1218,uber technologies,san francisco,,,,,software engineer,Software,,4,1,140000,0,50000,200000,,3/21/16 14:28
1221,ibm,"irvine, ca",CA,US,33.74,-117.76,staff software engineer,Software,,4,4,88800,0,1000,0,,3/21/16 14:28
1222,amazon,san francisco,,,,,software engineer,Software,,8,2,140000,0,0,,,3/21/16 14:29
1226,interviewjet,new york city,NY,US,38,-97,head of talent,Other,,2,1,50000,0,0,0,"We're a mostly self-funded startup, so salaries are lower but commission is decent.",3/21/16 14:29
1227,philips,"eindhoven, netherlands",,NL,52.5,5.75,software engineer,Software,,6,3,55000,6000,,,,3/21/16 14:29
1231,intuit,san diego,,,,,software engineer,Software,,3,2,95000,5000,5000,,,3/21/16 14:30
1232,softvision,cluj-napoca,,,,,full-stack developer,Web,,5,5,42000,3000,0,0,,3/21/16 14:30
1235,ericsson,hungary,,HU,47,20,software developer,Software,,10,10,28000,0,1500,0,,3/21/16 14:30
1237,apple,"cupertino, ca",CA,US,37.3,-122.09,firmware engineer,Engineering,,5,4,120000,10000,10000,35000,,3/21/16 14:30
1238,metova,remote,,,,,android developer,Software,,7,0.25,85000,0,0,0,"+5.33 hours PTO per pay period (bi-monthly)
Bi-annual reviews w/ possibility for raises",3/21/16 14:30
1240,amazon,new york,NY,US,38,-97,sde2,Software,2,8,3,140000,40000,0,100000,,3/21/16 14:32
1244,hp,houston,,,,,lead ios engineer,Engineering,,5,2.5,84000,0,1000,0,,3/21/16 14:31
1246,of california,san diego,,,,,graduate student,Other,,6,4,32500,0,0,0,Some perspective.,3/21/16 14:31
1247,patientsky,oslo,,,,,software developer,Software,,6,1,80000,,,,,3/21/16 14:31
1249,microsoft,seattle,,,,,software engineer,Software,,4,1.5,104000,20000,10000,15000,,3/21/16 14:31
1252,toyota,"costa mesa, california",CA,US,33.67,-117.9,senior javascript engineer,Engineering,Senior,9,1,124000,0,5000,0,,3/21/16 14:31
1253,aaaa,aaaa,,,,,asdasdd,Other,,12,12,123123,12,12,123,adasd,3/21/16 14:32
1255,george mason,"fairfax, va",VA,US,38.86,-77.05,assistant professor,Other,,4,4,102000,0,20400,0,,3/21/16 14:32
1258,crytek,"frankfurt, germany",,DE,51,9,web developer,Web,,8,1,50000,0,0,0,,3/21/16 14:32
1261,placed,seattle,,,,,big data engineer,Data,,1,0,68500,0,0,110,,3/21/16 14:33
1262,bisite research group,"salamanca, spain",,ES,40,-4,intern software engineer,Software,Intern,4,0,5160,0,0,0,,3/21/16 14:33
1266,qualcomm,colorado,CO,US,38,-97,senior engineer,Engineering,Senior,4,4,120000,20000,5000,10000,,3/21/16 14:33
1267,a law firm,honolulu,,,,,web developer,Web,,2,1,75000,0,5000,0,,3/21/16 14:33
1268,apple,sunnyvale,,,,,analyst,Data,,5,2,105000,,,,,3/21/16 14:33
1272,penn medicine,"philadelphia, pa",PA,US,39.95,-75.16,senior software developer,Software,Senior,5,2,90000,0,0,0,,3/21/16 14:34
1275,bitdefender srl,cluj-napoca,,,,,software engineer,Software,,3,3,30000,0,1000,0,,3/21/16 14:34
1276,boeing,los angles,,,,,astrodynamics engineer/programmer,Engineering,,12,12,108000,,4150,,,3/21/16 14:34
1277,akamai,cambridge,,,,,software engineer,Software,,2,2,75000,0,,,,3/21/16 14:35
1278,bloomberg,new york,NY,US,38,-97,software engineer,Software,,8,2,150000,,20000,,,3/21/16 14:35
1279,elisa,"helsinki, finland",,FI,64,26,senior software engineer,Software,Senior,13,11,48000,0,1000,0,Remote,3/21/16 14:35
1280,agl energy,"melbourne, australia",,AU,-27,133,analyst,Data,,3,1,90000,0,10000,1000,,3/21/16 14:35
1281,etsy,brooklyn,,,,,software developer,Software,,7,3,130000,0,0,10000,,3/21/16 14:35
1285,nationbuilder,los angeles,,,,,software engineer,Software,,3,2,115000,0,0,0,,3/21/16 14:35
1287,freelance,"west yorkshire, uk",,,,,javascript developer,Software,,5,5,85320,,,,,3/21/16 14:35
1288,shadowfax,india,,IN,20,77,business analyst,Data,,3,1,25000,0,2500,P,,3/21/16 14:35
1291,la michoacana,las juntas,,,,,servidor de aguas,Other,,3,7,48000,0,0,0,,3/21/16 14:36
1293,byu,provo,,,,,programmer,Other,,8,8,20000,0,0,0,,3/21/16 14:36
1296,bitdefender srl,cluj-napoca,,,,,software engineer,Software,,3,3,40000,0,0,0,,3/21/16 14:36
1297,startup,berkeley,,,,,firmware engineer,Engineering,,2,1,90000,0,0,2500,,3/21/16 14:36
1298,~100 person startup,san francisco,,,,,software engineer / team lead,Management,,5,2,140000,0,0,75000,,3/21/16 14:36
1299,too small to say publicly,"dayton, oh",OH,US,39.77,-84.19,research engineer,Engineering,,7,1,119500,0,0,0,Small employee-owned companies are great! Down with closely-held companies! Start co-ops!,3/21/16 14:36
1300,level-studios,san jose,,,,,ui developer,Software,,5,3,75000,1000,,,,3/21/16 14:36
1301,,germany,,DE,51,9,post doc in computer science,Applied Science,,7,7,60480,0,0,0,,3/21/16 14:36
1302,univ,menlo park,,,,,lead devops engineer,Engineering,,10,3,144000,5000,0,0,Signing bonus was relocation,3/21/16 14:36
1303,bitdefender srl,bucharest,,,,,software architect,Software,,1,1,15000,0,0,0,,3/21/16 14:36
1305,qualcomm,silicon valley,,,,,operations engineer,Engineering,,20,5,170000,15000,32000,"60,000$",,3/21/16 14:37
1309,oracle,california,CA,US,38,-97,software architect,Software,,13,1,400000,,50000,100000,,3/21/16 14:37
1310,prominent consultancy,new york city,NY,US,38,-97,mobile developer,Software,,3,1,111000,5000,0,0,,3/21/16 14:37
1312,smallest possible startup,nsw,,,,,senior software developer,Software,Senior,12,3,150000,0,0,0,I'm hugely being underpaid.,3/21/16 14:38
1318,netapp,raleigh,,,,,intern,Other,Intern,2,0.25,31,0,0,0,,3/21/16 14:38
1320,airline company,atlanta,,,,,software developer,Software,,0,0,60000,0,0,0,,3/21/16 14:38
1321,tasties,san francisco,,,,,sveeeeeeeeetrs peeeeeeeeetrs,Other,,2,10,100000,1000,1000,0,Nutters. Butters. Panters. Waaaanters,3/21/16 14:38
1323,red ratos brazil,brazil,,BR,-10,-55,senior software engineer,Software,Senior,8,4,27000,,4000,,,3/21/16 14:39
1324,small startup ~8 employees,"tel aviv, israel",,IL,31.47,35.13,ruby engineer,Engineering,,9,3,56000,0,0,~0.6%,,3/21/16 14:39
1326,rather not say,seattle,,,,,software engineer,Software,,6,0.6,120000,10000,,50000,,3/21/16 14:39
1327,housing,mumbai,,,,,software developer,Software,,1,1,27000,0,0,0,,3/21/16 14:39
1328,pzu s.a.,"warsaw, poland",,PL,52,20,software developer,Software,,3,1,27000,0,0,0,,3/21/16 14:39
1329,qualcomm,san diego,,,,,senior engineer,Engineering,Senior,4,4,105000,5000,3500,13000,,3/21/16 14:39
1332,microsoft,"seattle, wa",WA,US,47.61,-122.33,senior applied scientist,Applied Science,Senior,6,6,155000,0,30000,20000,,3/21/16 14:40
