CAND_ID|CAND_NAME|CAND_ICI|PTY_CD|PTY_AFFILIATION|TTL_RECEIPTS|TRANS_FROM_AUTH|TTL_DISB|TRANS_TO_AUTH|COH_BOP|COH_COP|CAND_CONTRIB|CAND_LOANS|OTHER_LOANS|CAND_LOAN_REPAY|OTHER_LOAN_REPAY|DEBTS_OWED_BY|TTL_INDIV_CONTRIB|CAND_OFFICE_ST|CAND_OFFICE_DISTRICT|SPEC_ELECTION|PRIM_ELECTION|RUN_ELECTION|GEN_ELECTION|GEN_ELECTION_PERCENT|OTHER_POL_CMTE_CONTRIB|POL_PTY_CONTRIB|CVG_END_DT|INDIV_REFUNDS|CMTE_REFUNDS
H0FL02086|LAWSON, ALFRED JR|C|1|DEM|444464.07|0|395395.74|0|-18680.78|52434.38|0|101000|0|25000|0|131458.34|216096.92|FL|05||||||126000|0|12/31/2016|2000|0
H2FL03056|BROWN, CORRINE|I|1|DEM|558820.1|0|573010.04|0|7842.63|-6417.56|0|100000|800|0|0|120475.44|109379.06|FL|05||||||346000|0|12/31/2016|1472.22|0
H6FL05193|HOLLOWAY, LASHONDA J|C|1|DEM|21442.66|0|20511.03|0|0|931.63|0|0|0|0|0|0|21442.66|FL|05||||||0|0|09/30/2016|0|0
H6FL05169|SCURRY-SMITH, GLOREATHA (GLO)|C|2|REP|89177.56|0|88805.34|0|0|472.22|45.16|0|0|0|0|860.5|83176.6|FL|05||||||900|4690|12/31/2016|0|0
H6FL06126|MCCULLOUGH, WILLIAM|C|1|DEM|41250|0|42518.11|0|0|-178.85|0|33025|0|0|0|11050|8225|FL|06||||||0|0|11/28/2016|0|0
H6FL06134|TAYLOR, DWAYNE L|C|1|DEM|24299.36|0|23252.53|0|0|3672.2|0|200|0|0|0|200|17086.56|FL|06||||||7000|0|12/31/2016|0|0
H6FL06159|PAPPAS, GEORGE STEVE|C|1|DEM|46647.34|0|46478.85|0|0|168.49|1000|2600|0|0|0|2600|42585.84|FL|06||||||0|0|09/30/2016|0|0
H6FL06225|MCGOVERN, JAMES JOSEPH|C|1|DEM|70196.09|0|72141.31|0|0|-1945.22|9027.53|20000|0|0|0|0|41089|FL|06||||||0|0|12/31/2016|2700|0
H0FL08042|KELLER, RICHARD ANTHONY|C|2|REP|23350|0|23350|0|0|0|0|0|0|0|0|0|13850|FL|06||||||9500|0|07/09/2016|0|0
H0FL24049|ADAMS, SANDY|C|2|REP|180743.11|0|266700.85|0|93976.24|8018.5|0|86043.76|0|186043.76|0|0|58951|FL|06||||||35748.35|0|12/31/2016|300|1000
H2FL00292|DESANTIS, RONALD D.|I|2|REP|4928629.93|57958.09|3928266.85|100|709750.87|1710114.06|2500|0|0|0|0|751.25|4303692.19|FL|06||||||513010.38|0|12/31/2016|184786.33|14500
H6FL06100|BARRINGER, ADAM|C|2|REP|262812.81|0|262812.81|0|0|0|1005.66|0|0|0|0|0|259792.27|FL|06||||||2000|0|12/13/2016|60004.67|0
H6FL06118|GALLOWAY, G.G.|C|2|REP|147620.51|0|142664.99|0|0|5403.71|0|4882.16|0|0|0|25922.46|135238.35|FL|06||||||7500|0|12/31/2016|0|0
H6FL06142|ANTHONY, MALCOLM|C|2|REP|18588.96|0|20852.79|1000|0|-2263.83|0|0|0|0|0|0|17988.96|FL|06||||||0|0|04/04/2016|6191.64|0
H6FL06167|PATTY, BRANDON JOEL|C|2|REP|151347.37|0|151347.37|0|0|0|0|0|0|0|0|0|151097.37|FL|06||||||250|0|12/31/2016|31380|0
H6FL06175|SANTIAGO, DAVID|C|2|REP|157610.47|0|157610.47|0|0|0|0|0|0|0|0|0|127610.47|FL|06||||||30000|0|12/30/2016|8100|0
H6FL06183|COSTELLO, FREDRICK WILLIAM|C|2|REP|305170.49|0|305045.68|0|0|124.81|0|118500|0|0|0|118500|167778.42|FL|06||||||18000|0|12/31/2016|11200|5000
H6FL06191|MOONEY, PATRICK|C|2|REP|444698.96|0|444140.43|0|0|558.53|6248.3|200000|0|200000|0|0|206600.66|FL|06||||||30850|1000|12/31/2016|55850.52|11799
H4FL07087|NEUMAN, WESLEY RYAN|C|1|DEM|0|0|0|0|0|0|0|0|0|0|0|0|0|FL|07||||||0|0|12/31/2015|0|0
H6FL07116|PHILLIPS, WILLIAM CALVIN JR|C|1|DEM|40825|0|40825|0|0|0|0|0|0|0|0|0|36575|FL|07||||||0|0|07/15/2016|2700|0
H6FL07140|MURPHY, STEPHANIE|C|1|DEM|1083923.14|0|1071897.72|0|0|12025.42|0|16000|0|0|0|16000|632642.97|FL|07||||||423567.21|11000|12/31/2016|8735.53|0
H2FL08055|MICA, JOHN L. MR.|I|2|REP|1646784.85|0|1828019.08|0|270807.85|89573.62|0|0|0|0|0|0|777737.33|FL|07||||||866028.19|0|12/31/2016|13952.34|7100
H0FL15054|ROBERTS, SHANNON|C|1|DEM|0|0|350|0|1759.87|1409.87|0|0|0|0|0|1891.53|0|FL|08||||||0|0|12/31/2016|0|0
H4FL08077|WESTBROOK, CORRY|C|1|DEM|37564.65|0|61906|0|29231.83|-396.69|0|0|10600|0|12323.75|8276.25|26964.65|FL|08||||||0|0|12/01/2016|0|0
H4FL08085|ROTHBLATT, GABRIEL|C|1|DEM|13033.98|0|19849|0|0|0|13033.88|0|0|0|0|0|0|FL|08||||||0|0|03/31/2016|0|0
H8FL15107|POSEY, BILL|I|2|REP|896408.67|0|772848.12|0|342230.68|465791.23|0|0|0|0|0|0|484413.04|FL|08||||||410820|0|12/31/2016|7250|0
H6FL08254|STINSON, BILL|C|3|NPA|20500|0|13970|0|0|7530|13100|0|0|0|0|0|7400|FL|08||||||0|0|12/31/2016|0|0
H0FL24171|RUIZ, NICHOLAS III|C|1|DEM|0|0|0|0|0|0|0|0|0|0|0|0|0|FL|09||||||0|0|07/07/2015|0|0
H6FL08213|GRAYSON, ALAN MARK|I|1|DEM|5052691.04|0|4850475.96|0|45332.6|457798.29|0|687600|0|429614.23|0|2341893.37|4270688.86|FL|09||||||94400|0|12/31/2016|44547.83|0
H6FL09146|CRABTREE, VALLERI|O|1|DEM|66109.61|0|66141.32|0|230.76|199.05|2520.98|40375|0|100|0|44918.16|23213.63|FL|09||||||0|0|09/30/2016|0|0
H6FL09153|RANGEL, RICARDO|O|1|DEM|31324.99|0|31349.99|0|0|0|675.99|0|0|0|0|0|28649|FL|09||||||2000|0|06/30/2016|1000|0
H6FL09161|RANDOLPH, SUSANNAH|O|1|DEM|780693.78|0|780454.34|0|0|239.44|325|5000|0|5000|0|0|666728.34|FL|09||||||106736|0|12/31/2016|44328.45|500
H6FL09179|SOTO, DARREN|O|1|DEM|1219140.66|0|1189875.53|0|0|29265.13|4500|10000|0|10000|0|0|712905.88|FL|09||||||491081.31|0|12/31/2016|12175|1700
H6FL09187|GRAYSON, DENA MD, PHD|O|1|DEM|644570.01|0|635042.51|0|0|9527.5|0|201000|0|8000|0|241871.66|347970.01|FL|09||||||95600|0|12/31/2016|5400|0
H6FL09211|BORDERS, JASON D|O|1|DEM|646.91|0|646.91|0|0|0|306.91|0|0|0|0|0|340|FL|09||||||0|0|10/17/2016|0|0
H4FL09083|PLATT, CAROL|C|2|REP|5705.45|0|5942.82|0|1821.2|1583.83|4700|0|0|0|0|13236.31|0|FL|09||||||0|0|12/31/2016|0|0
H6FL09195|LIEBNITZKY, WAYNE|O|2|REP|32471.39|0|31975.43|0|0|.96|0|14804.79|0|0|0|10332.79|16627|FL|09||||||0|1000|12/31/2016|0|0
H6FL09203|RENTAS, WANDA|O|2|REP|17795|0|17795|0|0|0|4500|0|0|0|0|0|13295|FL|09||||||0|0|11/28/2016|0|0
H2FL09111|NIEVES, MIGUEL A|C|3|NNE|0|0|0|0|0|0|0|0|0|0|0|0|0|FL|09||||||0|0|12/31/2015|0|0
H4FL09133|MILAKOVICH, MARKO|C|3|UNK|21311|0|22125|0|646|646|0|20949|0|0|0|20949|362|FL|09||||||0|0|07/15/2016|0|0
H2FL08063|DEMINGS, VALDEZ VAL|C|1|DEM|165168.08|0|14388.35|0|0|150779.73|0|0|4327.08|0|0|4327.08|140341|FL|10||||||20500|0|09/30/2015|2700|0
H4FL09091|MCKENNA, MICHAEL PATRICK|C|1|DEM|0|0|0|0|1836.92|1836.92|0|0|0|0|0|0|0|FL|10||||||0|0|03/31/2015|0|0
H4FL10107|FERREE, WILLIAM M|C|1|DEM|0|0|0|0|0|0|0|0|0|0|0|3321.99|0|FL|10||||||0|0|01/01/2015|0|0
H6FL10136|THOMPSON, GERALDINE F.|C|1|DEM|202108.61|0|202108.61|0|0|0|4348.66|66000|0|3059.69|0|57940.31|126759.95|FL|10||||||5000|0|09/30/2016|0|0
H6FL10151|FAHMY, FATIMA RITA|C|1|DEM|31123.5|0|2466.87|0|11507|27870.63|0|0|0|0|0|0|31123.5|FL|10||||||0|0|08/10/2016|0|0
H6FL10169|POE, BOB|C|1|DEM|2133927.8|0|2133927.8|0|0|0|6000|1915000|0|95691.54|0|0|184518.09|FL|10||||||2000|0|12/31/2016|2000|0
H0FL08208|WEBSTER, DANIEL|I|2|REP|875287.5|0|1010409.94|0|162472.14|27349.7|0|0|0|0|0|0|648769.86|FL|10||||||226350|0|12/31/2016|5400|0
H6FL05177|LOWE, THUY|C|2|REP|50734.93|0|50734.93|0|0|0|12588.33|20480.04|0|0|0|20480.04|17612|FL|10||||||0|0|12/31/2016|0|0
H4FL11071|KOLLER, DAVID C|O|1|DEM|49745.28|0|57243.04|0|7497.76|0|0|0|0|0|0|0|39745.28|FL|11||||||10000|0|11/28/2016|0|0
H0FL05139|NUGENT, RICHARD B|I|2|REP|55313.79|0|120350.08|0|65036.29|0|0|0|0|0|0|0|6705.15|FL|11||||||45225|0|12/31/2016|0|5500
H0FL11152|BUNTYN, TONY|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|31735.06|0|FL|11||||||0|0|12/31/2016|0|0
H6FL11217|MARTIN, JACK|O|2|REP|10320|0|10320|0|0|0|0|300|0|300|0|0|10020|FL|11||||||0|0|04/15/2016|6020|0
H4FL11063|SCHNACKENBERG, MATTHEW JOHN|O|3|LIB|1611|0|1274|0|0|327|653|0|0|0|0|0|958|FL|11||||||0|0|06/30/2016|0|0
H6FL12181|TAGER, ROBERT MATTHEW|C|1|DEM|47918|0|44032|0|0|3887|0|40000|0|0|0|40000|7918|FL|12||||||0|0|12/31/2016|0|0
H6FL09070|BILIRAKIS, GUS M|I|2|REP|1414045.95|5120.73|1751756.14|0|429105.83|91395.64|0|0|0|0|0|0|620183.29|FL|12||||||783175|0|12/31/2016|2195.07|0
H2FL10150|EHRLICH, JESSICA D|O|1|DEM|0|0|57908.29|0|61920.75|4012.46|0|0|0|0|0|0|0|FL|13||||||0|0|12/31/2016|0|0
H4FL13093|SINK, ALEX|O|1|DEM|4079.76|0|55582.13|0|51502.37|0|0|0|0|0|0|0|0|FL|13||||||0|0|12/31/2016|-6297.66|0
H6FL13130|LA FEVERS, MICHAEL S|O|1|DEM|0|0|0|0|20.52|20.52|0|0|0|0|0|44298.14|0|FL|13||||||0|0|03/31/2015|0|0
H6FL13189|LYNN, ERIC|C|1|DEM|798855.36|0|652950.56|0|0|145904.8|0|0|0|0|0|0|749879.36|FL|13||||||17500|0|12/31/2016|138450|5000
H6FL13205|CRIST, CHARLIE JOSEPH|C|1|DEM|2081442.29|0|1983386.46|0|0|98055.83|13204|213700|0|0|0|225292.63|1373006.6|FL|13||||||479386.69|0|12/31/2016|3740|2000
H4FL13101|JOLLY, DAVID W.|I|2|REP|1989867.96|30950|2230282.46|0|246339.09|5923.99|0|0|0|25000|0|0|1337333.72|FL|13||||||620231.75|0|12/31/2016|19575|8000
H4FL13135|BIRCHER, MARK WILLIAM|C|2|REP|48491|0|48491|0|0|0|0|42000|0|0|0|0|6491|FL|13||||||0|0|09/14/2016|0|0
H6FL13114|HUDSON, GEORGE T|O|2|REP|0|0|0|0|1036.15|1036.15|0|0|0|0|0|178232.26|0|FL|13||||||0|0|12/31/2016|0|0
H4FL13077|OVERBY, LUCAS|C|3|LPF|325.94|0|577.35|0|251.41|0|0|0|0|0|0|3850|325.94|FL|13||||||0|0|12/31/2016|0|0
H6FL11126|CASTOR, KATHY|I|1|DEM|735013.13|0|847945.54|0|754373.84|641441.43|0|0|0|0|0|0|301761.17|FL|14||||||424750|0|12/31/2016|900|0
H2FL11091|OTERO, EVELIO|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|0|0|FL|14||||||0|0|06/30/2015|0|0
H6FL11175|ADAMS, EDDIE JR|C|2|REP|1893.77|0|1893.77|0|0|0|0|0|0|0|0|0|1893.77|FL|14||||||0|0|11/30/2016|0|0
H6FL14104|GONZALEZ, EVELIO|C|2|REP|2940.98|0|3241.06|0|0|-300.08|375.08|0|0|0|0|0|2565.9|FL|14||||||0|0|03/28/2016|2500|0
H6FL14112|QUINN, CHRISTINE YVONNE|C|2|REP|33107.49|0|33654.68|0|600|52.81|5|20500|0|3480.95|0|40133.22|7660|FL|14||||||0|4600|12/31/2016|0|0
H4FL15155|COHN, ALAN MICHAEL|C|1|DEM|0|0|12468.21|0|14634.66|2166.45|0|0|0|0|0|0|0|FL|15||||||0|0|12/31/2016|0|0
H6FL15150|LANGE, JAMES KELLY|C|1|DEM|39917.88|0|37571.54|0|0|2346.34|400|14060.65|0|0|0|500|25357.23|FL|15||||||100|0|11/28/2016|0|0
H0FL12101|ROSS, DENNIS ALAN|I|2|REP|1220745.57|17016.84|1199262.94|0|15343.06|36825.69|0|0|0|0|0|0|267502.04|FL|15||||||931107.99|0|12/31/2016|0|0
H2FL13139|SCHNEIDER, JAN|C|1|DEM|70872.65|0|55021.43|0|714.53|16565.75|2180.6|26878|0|0|0|78139.89|41714.05|FL|16||||||0|100|12/31/2016|0|0
H4FL16146|LAWRENCE, HENRY|C|1|DEM|612.56|0|3176.45|0|2563.89|0|0|4148.11|-3700|0|0|25848.11|0|FL|16||||||0|0|03/31/2016|0|0
H6FL16083|KING, BRENT|C|1|DEM|14977|0|14977|0|0|0|0|10440|0|471.08|0|10380.46|4537|FL|16||||||0|0|09/30/2016|100|0
H4FL16021|FOLEY, MARK A|C|2|REP|71135.09|0|210787.84|0|1232804.59|1093151.84|0|0|0|0|0|0|0|FL|16||||||0|0|12/31/2016|0|0
H6FL13148|BUCHANAN, VERNON|I|2|REP|1660718.68|.5|918163.59|0|724712.57|1467267.66|0|0|0|0|0|0|901459.46|FL|16||||||730010.1|0|12/31/2016|23400|1000
H4FL17037|ELLISON, ALLEN L|C|1|DEM|18086.74|0|16448.82|0|0|1637.92|0|5500|0|5500|0|0|12525.9|FL|17||||||0|0|12/31/2016|0|0
H4FL19058|FREEMAN, APRIL JUNE|C|1|DEM|133917.66|0|149553.82|0|27534|20021.4|6347|0|0|0|0|0|117570.66|FL|17||||||10000|0|12/31/2016|0|0
H2FL14160|SAWYER, JOHN W III|C|2|REP|7800|0|7800|0|0|0|0|0|0|0|0|0|0|FL|17||||||0|0|11/08/2016|0|0
H8FL16022|ROONEY, TOM MR.|I|2|REP|625662.49|6278.38|918536.35|26534.22|363528.25|70654.39|0|0|0|0|0|0|127826.54|FL|17||||||489822.49|0|12/31/2016|-1150|0
H2FL22049|XUNA, JOHN (AKA JUAN)|O|1|DEM|1849.31|0|0|0|0|2499.31|0|0|0|0|0|24538.1|1849.31|FL|18||||||0|0|09/08/2016|0|0
H2FL22072|MURPHY, PATRICK E|I|1|DEM|18700098.47|982785|19154368.13|5500|536659|82388|1004909|1000000|0|0|0|0|13559246.17|FL|18||||||2062163|47766|12/31/2016|76744|9800
H6FL18048|TAYLOR, PRISCILLA ANN|O|1|DEM|163619|0|136255.22|0|0|27363.78|100|0|0|0|0|0|155369|FL|18||||||8150|0|09/30/2016|39430|500
H6FL18071|MCKINLAY, MELISSA|O|1|DEM|322963|0|320635.93|0|0|2327.07|0|0|0|0|0|0|305463|FL|18||||||17500|0|12/31/2015|161838.72|11060
H6FL18113|CHANE, JONATHAN|O|1|DEM|719747.1|0|715071.1|0|0|4676|0|133000|0|12089.93|0|123120.17|535966.51|FL|18||||||50526.59|0|12/31/2016|48411.41|1000
H6FL18147|PERKINS, RANDY|O|1|DEM|10873242.18|0|10862988.41|0|0|10253.77|2077029.44|8050000|0|0|0|250000|686928.19|FL|18||||||25000|0|12/31/2016|0|0
H4FL18068|DOMINO, CARL J|O|2|REP|587525.81|0|583340.14|0|2406.59|6592.26|0|528897.99|0|0|0|1713897.99|55728.32|FL|18||||||500|0|12/31/2016|145|0
H4FL18084|HIRES, BEVERLY JOY|C|2|REP|0|0|0|0|466.22|466.22|0|0|0|0|0|24775|0|FL|18||||||0|0|03/31/2016|0|0
H4FL18100|LARA, BRIAN|C|2|REP|112.12|0|5195.87|0|5083.75|0|112.12|0|0|3488.75|0|62511.25|0|FL|18||||||0|0|12/31/2016|0|0
H6FL18055|NEGRON, REBECCA|O|2|REP|1127781.71|0|1126958.63|0|0|823.08|2700|5000|0|0|0|5000|982593.25|FL|18||||||130700|0|12/31/2016|153300|20000
H6FL18089|MOWERY, TOD|O|2|REP|104265.51|0|104265.51|0|0|0|0|1500|0|1500|0|0|98321.5|FL|18||||||3000|0|03/31/2016|62321.46|2500
H6FL18097|MAST, BRIAN|O|2|REP|2967556.89|112398.95|2872938.76|8074.73|0|94618.13|0|0|0|0|0|64499.36|2386588.22|FL|18||||||460468.5|7500|12/31/2016|18885|0
H6FL18105|KOZELL, RICK|O|2|REP|656796.71|0|656390.19|0|0|406.52|1|100|0|100|0|0|608459.81|FL|18||||||46328.65|0|12/31/2016|73414|0
H6FL18139|NIKPOUR, NOELLE|O|2|REP|231827|0|231827|0|0|0|0|6000|0|0|0|0|220827|FL|18||||||5000|0|12/31/2016|51000|0
H6FL18162|ROTH, RICK|O|2|REP|90940.52|0|90940.64|0|0|-.12|0|0|0|0|0|0|90940.52|FL|18||||||0|0|09/30/2016|71637.84|0
H6FL22081|FREEMAN, MARC BENJAMIN|C|2|REP|1901728.19|0|1905296.98|0|0|1926.21|7000|1620756.09|0|0|0|250000|273972.1|FL|18||||||0|0|12/31/2016|227497.1|0
H6FL18121|SPALDING, CARLA ARLENE|O|3|IND|26883.53|0|26680.15|0|0|203.38|1907.66|8336.37|0|0|0|8336.37|14999.5|FL|18||||||1000|0|12/31/2016|1500|0
H4FL14091|NEELD J, ROBERT M|O|1|DEM|15390|0|15122.46|0|0|267.54|0|12500|0|1000|0|11500|2890|FL|19||||||0|0|12/31/2016|0|0
H6FL19079|ST LOUIS LAROSE, VALENCIA|O|1|DEM|0|0|0|0|0|0|0|0|0|0|0|0|0|FL|19||||||0|0|02/07/2016|0|0
H6FL26025|ST LOUIS LAROSE, VALENCIA|O|1|DEM|0|0|0|0|0|0|0|0|0|0|0|0|0|FL|19||||||0|0|02/07/2016|0|0
H2FL00284|KREEGEL, PAIGE VANIER|C|2|REP|0|0|7.19|0|81.6|74.41|0|0|0|0|0|633012.63|0|FL|19||||||0|0|12/31/2016|0|0
H2FL14152|GOSS, CHAUNCEY P|O|2|REP|392853.79|0|392853.79|0|0|0|0|39600|0|3724.78|0|35875.22|349253.79|FL|19||||||4000|0|09/30/2016|2700|0
H2FL14186|DONALDS, BYRON|O|2|REP|0|0|0|0|1481|1481|0|0|0|0|0|0|0|FL|19||||||0|0|01/26/2015|0|0
H2FL14194|RADEL, HENRY J. III|C|2|REP|0|0|1545.81|0|166358.48|164812.67|0|0|0|0|0|206000|0|FL|19||||||0|0|12/31/2016|0|0
H4FL19074|CLAWSON, CURTIS J|I|2|REP|386865.23|0|321849.28|0|36616.55|101632.5|0|0|0|0|0|3825000|381865.23|FL|19||||||5000|0|12/31/2016|51000|0
H4FL19090|BENACQUISTO, LIZBETH|O|2|REP|125|0|217.76|0|5074.12|4981.36|0|0|0|0|0|121325.68|125|FL|19||||||0|0|12/31/2016|0|0
H6FL19087|ROONEY, FRANCIS|O|2|REP|5147060.3|10296|4836704.32|0|0|310355.98|3686754|450000|0|0|0|450000|999633.5|FL|19||||||0|0|12/31/2016|3950|0
H6FL19095|BONGINO, DANIEL J|O|2|REP|432589.75|0|432589.75|0|0|0|0|0|0|0|0|0|407490.75|FL|19||||||24500|0|12/20/2016|16200|0
H2FL23021|HASTINGS, ALCEE L|I|1|DEM|811734.3|0|843089.12|0|154456.95|123102.13|0|0|0|0|0|0|436506|FL|20||||||364309.66|3800|12/31/2016|200|6259.7
H4FL20064|BONNERQ, JAY ALAN|C|2|REP|6121.83|2000|10343.43|0|5344.94|1123.34|88.88|0|0|0|0|0|4032.95|FL|20||||||0|0|12/31/2016|1829.2|0
H2FL14053|FRANKEL, LOIS J.|I|1|DEM|1644081.84|0|904770.06|0|72755.81|812067.59|0|0|0|0|0|0|1073063.98|FL|21||||||570498.9|22.22|12/31/2016|4350|0
H4FL21054|MOREL, EMMANUEL G|C|1|DEM|45|0|1774.75|0|1729.75|0|11|0|0|0|0|41963.55|0|FL|21||||||0|0|07/17/2015|0|0
H4FL21062|COLON, HENRY|C|2|REP|0|0|1068|0|2879|1808|0|0|0|0|0|0|0|FL|21||||||0|0|12/31/2015|0|0
H4FL22110|SPAIN, PAUL DOUGLAS MR.|O|2|REP|49834.91|0|49825.33|0|70.42|80|0|45046.07|0|23108.34|0|146782.73|4750.68|FL|21||||||0|0|12/31/2016|0|0
H0FL19080|DEUTCH, THEODORE ELIOT|I|1|DEM|1514747.39|0|1715240.17|0|529966.35|329473.57|0|0|0|0|0|0|1097791.68|FL|22||||||414700|0|12/31/2016|3500|0
H4FL22086|MCGEE, ANDREA LEIGH LEIGH|C|2|REP|25594.03|0|24648.18|0|-736.23|1035.85|0|2513.11|613.47|2479.54|613.47|133.78|22467.19|FL|22||||||0|0|12/31/2016|686.9|0
H6FL22073|BENSMIHEN, JOSEPH|C|2|REP|137410.38|0|137410.38|0|0|0|1888.79|30000|0|13030.5|0|0|94520|FL|22||||||11000|0|06/28/2016|4200|5000
H4FL20023|SCHULTZ, DEBBIE WASSERMAN|I|1|DEM|4037050.28|243675|4242401.09|0|362511.92|157161.11|0|0|0|0|0|0|2851940.8|FL|23||||||860254.47|0|12/31/2016|14694.19|0
H6FL23063|CANOVA, TIMOTHY A.|C|1|DEM|3899072.43|0|3869047.21|0|0|30025.22|260|15000|0|0|0|20060.8|3840627.89|FL|23||||||14150|0|12/31/2016|55679.65|0
H0FL20070|HARRINGTON, KAREN|C|2|REP|0|0|36459.97|21000|36459.97|0|0|0|0|0|0|0|0|FL|23||||||0|0|09/30/2016|11903.97|0
H2FL20043|KAUFMAN, JOE|C|2|REP|133871.33|0|123263.44|0|378472.91|389080.8|0|5745.93|0|9500|0|89862.53|126975.4|FL|23||||||0|0|12/31/2016|0|0
H4FL23076|GARCIA, JUAN|C|2|REP|645|0|3388.69|0|2743.69|0|645|0|0|0|0|0|0|FL|23||||||0|0|07/10/2015|0|0
H6FL23071|FEIGENBAUM, MARTIN|C|2|REP|30707.07|0|30705|0|0|.76|30550|0|0|0|0|0|0|FL|23||||||0|0|09/30/2016|0|0
H6FL23089|ENDRISS, DONALD|C|3|NPA|25000|0|23459.36|0|0|1540.64|0|25000|0|15000|0|10000|0|FL|23||||||0|0|11/08/2016|0|0
H6FL23097|MILSTEIN, LYLE|C|3|NPA|10400|0|10398|0|0|0|10400|0|0|0|0|0|0|FL|23||||||0|1|10/27/2016|0|0
H0FL17068|WILSON, FREDERICA S.|I|1|DEM|488779.75|0|397311.07|0|250482.11|333460.4|0|0|0|0|0|15250|106195.22|FL|24||||||382584.53|0|12/31/2016|0|5000
H6FL24038|HILL, RANDAL|C|1|DEM|128066.33|0|128066.33|0|0|0|0|20000|0|0|0|20000|102066.33|FL|24||||||6000|0|09/15/2016|500|1000
H4FL24025|FERNANDEZ, LUIS E|C|3|NNE|0|0|84|0|132.91|48.91|0|0|0|0|0|0|0|FL|24||||||0|0|06/30/2015|0|0
H6FL25027|VALDES, ALINA|C|1|DEM|37603.9|0|37577.3|0|0|26.6|0|13245|0|0|0|14807.16|23108.9|FL|25||||||750|0|12/31/2016|3.05|0
H2FL25018|DIAZ-BALART, MARIO|I|2|REP|1385125.59|6546.98|1529748.66|0|635365.25|490742.18|0|0|0|0|0|0|424077.53|FL|25||||||943881.69|307.8|12/31/2016|6750|0
H2FL25042|STERNAD, JUSTIN LAMAR|C|1|DEM|14|0|14|0|0|0|14|0|0|0|0|0|0|FL|26||||||0|0|12/31/2016|0|0
H8FL00034|TADDEO, ANNETTE|C|1|DEM|1780732.61|384.2|1706024.81|0|0|74707.8|12901.32|203000|0|164534.77|0|443530|1355972.78|FL|26||||||187278.21|5100|12/31/2016|30276.47|9650
H8FL25015|GARCIA, JOE|C|1|DEM|1379367.35|0|1401133.03|0|23473.84|1708.16|0|0|0|0|0|0|1049064.53|FL|26||||||315929.43|10000|11/28/2016|1000|3500
H0FL25038|RIVERA, DAVID|C|2|REP|0|0|176.32|0|1047.1|870.78|0|0|0|0|0|139873.58|0|FL|26||||||0|0|12/31/2016|0|0
H4FL26012|MACDOUGALL, EDWARD P|C|2|REP|0|0|1084.24|0|1084.24|0|0|0|0|0|0|411000|0|FL|26||||||0|0|02/18/2015|0|0
H4FL26038|CURBELO, CARLOS MR.|I|2|REP|3885811.58|343588.41|3852722.34|2415.03|10280.5|43369.74|0|0|0|10000|0|132779.42|1725922.25|FL|26||||||1813565.92|0|12/31/2016|9560.16|3300
H4FL26046|PALOMARES-STARBUCK, LORENZO 'LARRY'|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|11400|0|FL|26||||||0|0|04/21/2015|0|0
H6FL27015|PEREZ, FRANK|C|1|DEM|111790|0|55170.08|0|0|56619.92|0|100000|0|42500|0|57500|11790|FL|27||||||0|0|12/31/2016|0|0
H6FL27023|SACKRIN, ADAM|C|1|DEM|10877.51|0|10455.09|0|0|422.42|6300|1500|0|0|0|1500|3077.51|FL|27||||||0|0|06/30/2016|0|0
H6FL27031|FUHRMAN, SCOTT|C|1|DEM|941445.76|0|888454.46|0|0|52991.3|68189.43|775000|0|0|0|500000|97352|FL|27||||||0|0|12/31/2016|0|0
H0FL18025|ROS-LEHTINEN, ILEANA THE HON.|I|2|REP|1558423.54|7900|3436514.81|0|1944750.85|66659.58|0|0|0|0|0|0|902192.36|FL|27||||||610289.36|0|12/31/2016|1400|2300
H6FL26017|ADAMS, DAVID ANDREW|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|0|0|FL|27||||||0|0|10/10/2015|0|0
H6FL27049|PEIRO, MARIA MAGDALENA|C|2|REP|18650.26|0|18650.26|0|0|0|0|16000|0|576.15|0|15423.85|1400|FL|27||||||500|0|12/31/2016|0|0
H4GA01120|REESE, BRIAN CORWIN|O|1|DEM|134|0|73.66|0|-717.81|-657.47|0|0|0|0|0|3000|100|GA|01||||||0|0|06/30/2016|0|0
H2GA11180|LEVENE, ALLAN|O|2|REP|0|0|0|0|0|0|0|0|0|0|0|0|0|GA|01||||||0|0|01/16/2015|0|0
H4GA01039|CARTER, EARL LEROY|I|2|REP|1271835.81|367.26|987256.84|2500|218955.33|503534.3|0|0|0|250000|0|250000|597539.64|GA|01||||||664737.61|0|12/31/2016|4800|3500
H4GA01054|JOHNSON, ROBERT EUGENE MD|O|2|REP|0|0|5232.89|0|214.01|0|0|0|0|5202.89|0|283097.11|0|GA|01||||||0|0|06/30/2015|0|0
H4GA01096|MCCALLUM, JOHN|O|2|REP|1713.33|0|1673.33|0|-482.44|-442.44|0|1613.33|0|0|0|260372.4|100|GA|01||||||0|0|12/31/2016|0|0
H2GA02031|BISHOP, SANFORD D JR|I|1|DEM|1112769.74|0|1058907.1|0|144316.29|198178.93|0|0|0|0|0|0|300222.51|GA|02||||||809811.43|1000|12/31/2016|0|0
