CMTE_ID|CMTE_NM|CMTE_TP|CMTE_DSGN|CMTE_FILING_FREQ|TTL_RECEIPTS|TRANS_FROM_AFF|INDIV_CONTRIB|OTHER_POL_CMTE_CONTRIB|CAND_CONTRIB|CAND_LOANS|TTL_LOANS_RECEIVED|TTP_DISB|TRANSF_TO_AFF|INDV_REFUNDS|OTHER_POL_CMTE_REFUNDS|CAND_LOAN_REPAY|LOAN_REPAY|COH_BOP|COH_COP|DEBTS_OWED_BY|NONFED_TRANS_RECEIVED|CONTRIB_TO_OTHER_CMTE|IND_EXP|PTY_COORD_EXP|NONFED_SHARE_EXP|CVG_END_DT
C00297531|GOVERNMENT IS NOT GOD|Q|U|Q|69351|0|69351|0|0|0|0|58578.5|0|0|0|0|0|17924.68|28897.18|0|0|15000|0|0|0|12/31/2016
C00297622|OKLAHOMA GROCERS ASSOCIATION POLITICAL ACTION COMMITTEE|N|U|Q|500|0|500|0|0|0|0|602.5|0|0|0|0|0|1048|946|0|0|0|0|0|500|12/31/2016
C00297630|TEAMSTERS LOCAL 1150 FEDERAL PAC|Q|U|Q|18815.79|0|18834|0|0|0|0|2975|0|0|0|0|0|59154|75016|0|0|0|0|0|0|12/31/2016
C00297671|WEST GULF MARITIME ASSOCIATION PAC|Q|U|Q|24445.66|0|3520|0|0|0|0|25500|0|0|0|0|0|7001|5947|0|0|10000|0|0|0|12/31/2016
C00297739|NATURAL PRODUCTS ASSOCIATION POLITICAL ACTION COMMITTEE|Q|B|Q|55635|0|55635|0|0|0|0|49010.99|0|1750|0|0|0|4982|11606.24|0|0|46950|0|0|0|12/31/2016
C00297853|UNITED CATCHER BOATS PAC|N|U|Q|9330.36|0|9326|0|0|0|0|10835.5|500|0|0|0|0|19763|15087|0|0|13600|0|0|0|12/31/2016
C00297911|TEXAS FORESTRY ASSOCIATION FORESTRY POLITICAL ACTION COMMITTEE|Q|U|Q|24849.42|0|24809|0|0|0|0|23225|0|0|0|0|0|2122|3746|0|0|5000|0|0|0|12/31/2016
C00298000|MADISON PROJECT INC.|W|U|M|2056275.74|4585.27|1593010.79|0|0|0|0|2202709|0|12260|0|0|0|158013.75|11580.49|0|0|49440|226441.03|0|0|12/31/2016
C00298018|AMERICAN ASSOCIATION OF ELECTRONIC REPORTERS|N|U|Q|55|0|55|0|0|0|0|0|0|0|0|0|0|4495.95|4550.95|0|0|0|0|0|0|12/31/2016
C00298141|NATIONAL TAXPAYERS UNION CAMPAIGN FUND|Q|U|Q|139.44|0|0|0|0|0|0|0|0|0|0|0|0|16111|16253|0|0|0|0|0|0|12/31/2016
C00298190|AMERICAN SHORT LINE AND REGIONAL RAILROAD ASSOCIATION - POLITICAL ACTION CMTE (ASLRRA-PAC)|Q|B|Q|210201.05|0|201160|3000|0|0|0|208596.67|0|0|0|0|0|29315.87|30920.25|0|0|180725|0|0|0|12/31/2016
C00298356|MOTORCYCLE RIDERS FOUNDATION-POLITICAL ACTIVE CYCLISTS (MRF PAC)|Q|U|Q|5529|0|4777|250|0|0|0|8731|0|0|0|0|0|19492.53|16290.53|0|0|8650|0|0|0|12/31/2016
C00298604|CARPET AND RUG INSTITUTE POLITICAL ACTION COMMITTEE, THE|Q|U|Q|51.73|0|0|0|0|0|0|14236.03|0|0|0|0|0|14183.8|-.5|0|0|14226.03|0|0|0|12/31/2016
C00298703|ILLINOIS PRAIRIE STATE CHIROPRACTIC ASSOC ICE-PAC|Q|U|Q|3.91|0|0|0|0|0|0|0|0|0|0|0|0|3456|3640|0|0|0|0|0|0|12/31/2016
C00299149|LEADERSHIP FOR TODAY AND TOMORROW|Q|D|M|587405.96|42799.5|97550|434740|0|0|0|564257.48|0|0|0|0|0|34851.13|57999.61|0|0|422000|0|0|0|12/31/2016
C00299321|MGM RESORTS INTERNATIONAL  PAC|Q|U|M|464239.27|0|454239.27|0|0|0|0|295653.91|0|430|0|0|0|140193.82|308779.18|0|0|294200|0|0|0|12/31/2016
C00299396|ITALIAN AMERICAN DEMOCRATIC LEADERSHIP COUNCIL|Q|U|Q|26275|0|25275|1000|0|0|0|20772.04|0|0|0|0|0|11454.44|16957.4|0|0|4295|0|0|0|12/31/2016
C00299701|MCDERMOTT WILL & EMERY LLP PAC|Q|B|Q|1061.6|0|1000|0|0|0|0|59167.13|0|0|0|0|0|89307.54|31202.01|0|0|58800|0|0|0|12/31/2016
C00299750|TDS TELECOMMUNICATIONS CORPORATION PAC|Q|B|M|71786.84|0|71416.6|0|0|0|0|54803.4|0|38.4|0|0|0|85246.88|102230.32|0|0|35200|0|0|0|12/31/2016
C00299842|CONSTITUTION PARTY OF KENTUCKY |X|U|Q|753.94|418.94|335|0|0|0|0|907.21|0|0|0|0|0|885.82|732.55|0|0|0|0|0|0|12/31/2016
C00299867|UNITED STEELWORKERS LOCAL 420-A PAC |Q|U|Q|5054|0|5054|0|0|0|0|10944|0|0|0|0|0|11133|5243|0|0|550|0|0|0|12/31/2016
C00300178|WELLS FARGO AND COMPANY EMPLOYEES GOOD GOVERNMENT FEDERAL FUND II|Q|B|Q|347182.32|0|347182.32|0|0|0|0|2284.06|0|1000|0|0|0|358909.72|703807.98|0|0|0|0|0|0|12/31/2016
C00300236|MID-ATLANTIC PROGRESSIVE LEADERSHIP COMMITTEE|Q|U|Q|26496|0|26496|0|0|0|0|25859.49|0|0|0|0|0|1778|2414|0|.4|0|0|.4|0|12/31/2016
C00300376|THE DOCTORS COMPANY FEDERAL PAC (DOCPAC)|Q|U|M|268525.57|0|267875.57|0|0|0|0|176269.75|0|566.66|0|0|0|254585.09|346840.91|0|0|159200|0|0|0|12/31/2016
C00300418|SCIENCE APPLICATIONS INTERNATIONAL CORPORATION VOLUNTARY POLITICAL ACTION COMMITTEE|Q|B|M|417105.88|0|404552.93|0|0|0|0|380852.95|1800|0|0|0|0|64974.54|101227.47|0|0|379000|0|0|0|12/31/2016
C00300426|COMMITTEE FOR/ADV OF SE COTTON (CASC) SOUTHERN COTTONGROWERS INC/SE COTTON GINNERS ASSN|Q|B|Q|160666.82|0|159666.82|0|0|0|0|192189|0|0|0|0|0|106690.84|75168.66|0|0|170550|0|0|0|12/31/2016
C00300525|NATIONAL ASSOCIATION OF SURETY BOND PRODUCERS POLITICAL ACTION COMMITTEE (SURETYPAC)|Q|U|Q|38550|0|38550|0|0|0|0|38000|0|0|0|0|0|9073|9623|0|0|38000|0|0|0|12/31/2016
C00300707|ACCENTURE INC. POLITICAL ACTION COMMITTEE|Q|B|M|588099.13|0|588062.1|0|0|0|0|585564.31|0|0|0|0|0|90343.11|92877.93|0|0|572000|0|0|0|12/31/2016
C00300731|LOS ANGELES COUNTY DEMOCRATIC CENTRAL COMMITTEE|Y|U|M|1190888.18|0|271904.33|65316.56|0|0|0|1216378.5|0|2554|0|0|0|38467.36|12977.04|55707.48|766948.62|748.99|1104.24|789.48|688454.77|12/31/2016
C00300863|FIRST NATIONAL OF NEBRASKA PAC|Q|U|M|55129.46|0|55129.46|0|0|0|0|10800|0|0|0|0|0|151889.5|196218.96|0|0|9800|0|0|0|12/31/2016
C00300921|BLACK AMERICA'S POLITICAL ACTION COMMITTEE|W|U|Q|532420.64|0|530565.48|0|0|0|0|590138.76|0|0|0|0|0|78267.68|20549.56|0|0|78250|65032|0|0|12/31/2016
C00301192|ENVELOPE MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE|Q|U|Q|8300|0|3300|0|0|0|0|4000|0|0|0|0|0|20571.64|24871.64|0|0|4000|0|0|0|12/31/2016
C00301325|HOSPAC - FEDERAL   THE POLITICAL ACTION COMMITTEE OF THE TEXAS HOSPITAL ASSOCIATION|Q|B|Q|139502.14|0|139502.14|0|0|0|0|139121.36|0|0|0|0|0|2679.33|3060.11|0|0|139000|0|0|0|12/31/2016
C00301358|BLUE CROSS AND BLUE SHIELD OF KANSAS CITY FEDERAL PAC|Q|U|Q|34250|0|29250|0|0|0|0|34431.54|0|0|0|0|0|0|10026|0|0|34400|0|0|0|12/31/2016
C00301424|ATTORNEYS' TITLE GUARANTY FUND, INC. FEDERAL POLITICAL ACTION COMMITTEE|Q|U|Q|15650|0|15650|0|0|0|0|15000|0|0|0|0|0|13608|14258|0|0|15000|0|0|0|12/31/2016
C00301663|KINGS RIVER WATER POLITICAL ACTION COMMITTEE|N|U|Q|11120.3|0|7390|0|0|0|0|8460.6|0|0|0|0|0|8010.3|10670|0|3730.3|2000|0|0|3230.3|12/31/2016
C00301671|NORTH AMERICAN MEAT ASSOCIATION  PAC|Q|B|T|0|0|0|0|0|0|0|14169.01|14169.01|0|0|0|0|14169.01|0|0|0|0|0|0|0|02/02/2015
C00301929|KELLEY DRYE & WARREN POLITICAL ACTION COMMITTEE|Q|B|Q|339384.07|0|338384.07|0|0|0|0|276728.66|0|0|0|0|0|54770.5|117425.91|0|0|274581.95|0|0|0|12/31/2016
C00302166|RADIAN GROUP EMPLOYEE'S POLITICAL ACTION COMMITTEE|Q|U|M|58733.17|0|58733.17|0|0|0|0|54000|0|0|0|0|0|20851.16|25584.33|0|0|54000|0|0|0|12/31/2016
C00302232|COMMUNITY BANKERS ASSOCIATION OF OHIO FEDERAL PAC (CBAO FED PAC)|N|U|Q|71517|0|71517|0|0|0|0|57075|0|0|0|0|0|67265.4|81707.4|0|0|4000|0|0|0|12/31/2016
C00302240|EXPRESS SERVICES INC PAC|Q|U|Q|87735|0|85435|0|0|0|0|88414.96|0|0|0|0|0|3642|2962.48|0|0|86500|0|0|0|12/31/2016
C00302414|NORTHWEST PAC|Q|U|Q|1.24|0|0|0|0|0|0|0|0|0|0|0|0|5937|5938|0|0|0|0|0|0|12/31/2016
C00302588|NATIONAL LEADERSHIP PAC|Q|D|Q|26500|0|21500|5000|0|0|0|26109.03|0|0|0|0|0|26372.87|26763.84|0|0|0|0|0|0|12/31/2016
C00302687|POWERS, PYLES, SUTTER & VERVILLE PC PAC|N|B|M|22598.98|0|22598.98|0|0|0|0|12000|0|0|0|0|0|8807.21|19406.19|0|0|12000|0|0|0|12/31/2016
C00302695|GRANGE MUTUAL CASUALTY COMPANY PAC|Q|U|Q|43274.99|0|43274.99|0|0|0|0|45950|0|0|0|0|0|10071.61|7396.6|0|0|45700|0|0|0|12/31/2016
C00302703|AMERICAN BEVERAGE LICENSEES POLITICAL ACTION COMMITTEE|Q|U|M|33910|0|33910|0|0|0|0|7000|0|0|0|0|0|140914.25|167824.25|0|0|7000|0|0|0|12/31/2016
C00302711|ALHAMBRA DEMOCRATIC CLUB - FED|Y|U|T|0|0|0|0|0|0|0|2382.81|0|0|0|0|0|2382.81|0|1750.41|0|0|0|0|0|12/31/2015
C00302844|HIGHMARK PAC OF HIGHMARK INC.|Q|B|M|827054.86|65326.78|755940.9|0|0|0|0|757209.88|47250|0|0|0|0|65593.8|135438.78|0|0|114750|0|0|0|12/31/2016
C00302943|NESTLE WATERS NORTH AMERICA INC. PAC|Q|B|T|6873.95|0|6873.95|0|0|0|0|26932.74|0|0|0|0|0|20058.79|0|0|0|28746.58|0|0|0|03/31/2016
C00303024|LOCKHEED MARTIN CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE|Q|B|M|4685386.13|0|4640636.13|0|0|0|0|4606366.85|0|0|0|0|0|1571852.83|1650872.11|0|0|4200500|0|0|0|12/31/2016
C00303032|INTERNATIONAL WAREHOUSE LOGISTICS ASSOCIATION PAC|Q|U|Q|129100|0|129100|0|0|0|0|130000|0|2000|0|0|0|12140.78|11240.78|0|0|128000|0|0|0|12/31/2016
C00303321|ARTS AND HUMANITIES FOR AMERICA POLITICAL ACTION COMMITTEE|Q|U|Q|8001.89|0|8000|0|0|0|0|7846.43|0|0|0|0|0|637|792|0|0|7700|0|0|0|12/31/2016
C00303339|NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC. POLITICAL ACTION COMMITTEE|Q|B|M|2380749.35|0|2306478.37|56500|0|0|0|2380399.42|0|0|0|0|0|299495.25|299845.18|0|0|2200000|0|0|0|12/31/2016
C00303503|CONSECO INC CONCERNED CITIZENS POLITICAL ACTION COMMITTEE (PAC)|Q|U|Q|8500|0|8500|0|0|0|0|17000|0|0|0|0|0|17425.25|8925.25|0|0|17000|0|0|0|12/31/2016
C00303628|FOSTER POULTRY FARMS PAC|Q|U|Q|12000|.1|12000|0|0|0|0|9500|.1|.1|.1|0|0|3581|6081|0|.2|9500.5|0|0|0|12/31/2016
C00303685|NORTH AMERICAN COAL CORP. POLITICAL ACTION COMM. NACPAC|Q|U|Q|136057|0|136057|0|0|0|0|86635|0|0|0|0|0|81089.26|130511.26|0|0|61230|0|0|0|12/31/2016
C00303743|INTERNATIONAL FEDERATION OF PROFESSIONAL AND TECHNICAL ENGINEERS LOCAL 21|N|U|T|91136.6|0|91136.6|0|0|0|0|82436.99|0|0|0|0|0|11290.65|19990.26|0|0|0|0|0|0|11/17/2016
C00303818|COUNCIL FOR AFFORDABLE AND RURAL HOUSING PAC INC (CARH PAC)|Q|U|Q|0|0|0|0|0|0|0|4967.05|0|0|0|0|0|46587.23|41620.18|0|0|4500|0|0|0|12/31/2016
C00303883|CASE NEW HOLLAND INDUSTRIAL INC. EXCELLENCE IN GOVERNMENT FUND (CNH INDUSTRIAL EXCELLENCE IN GOVERNMENT FUND)|Q|B|M|126547.78|0|126518.64|0|0|0|0|114077.11|0|577.11|0|0|0|34298.86|46769.53|0|0|113000|0|0|0|12/31/2016
C00303958|SUN BANCORP, INC. POLITICAL ACTION COMMITTEE|N|U|T||||||||||||||||||||||
C00303966|AMERICAN AMUSEMENT MACHINE ASSOCIATION PAC|N|U|Q|2396.3|0|2350|0|0|0|0|1000|0|0|0|0|0|22505|23903|0|0|1000|0|0|0|12/31/2016
C00304410|OCEANFIRST POLITICAL ACTION COMMITTEE|N|U|Q|5403.48|0|5400|0|0|0|0|7256.5|0|0|0|0|0|23867|22285|0|0|5950|0|0|0|12/31/2016
C00304477|OSHKOSH CORPORATION EMPLOYEES PAC (OCEPAC)|Q|U|M|304890.99|0|294879.4|0|0|0|0|213100|0|100|0|0|0|88932.89|180723.88|0|0|213000|0|0|0|12/31/2016
C00304634|MINEPAC, A POLITICAL ACTION COMMITTEE OF THE NATIONAL MINING ASSOCIATION|Q|B|M|164926.58|0|121782.41|39700|0|0|0|156860.49|0|0|0|0|0|39968.12|48034.21|0|0|153250|0|0|0|12/31/2016
C00304832|CONSTELLATION BRANDS INC POLITICAL ACTION COMMITTEE|Q|U|Q|457693.7|0|457693.7|0|0|0|0|318912.99|0|0|0|0|0|258504.82|397285.53|0|0|318700|0|0|0|12/31/2016
C00305029|ST JUDE MEDICAL INC POLITICAL ACTION COMMITTEE|Q|U|T|180842.93|0|180842.93|0|0|0|0|227019.53|0|0|0|0|0|46176.6|0|0|0|227019.53|0|0|0|12/19/2016
C00305037|CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOC FED PAC (CCPOA FEDERAL PAC)|N|U|A|0|0|0|0|0|0|0|0|0|0|0|0|0|1423.93|1423.93|0|0|0|0|0|0|12/31/2016
C00305292|ENVIRONMENTALIST PARTY, THE|X|U|A|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12/31/2016
C00305318|BLUE DOG POLITICAL ACTION COMMITTEE|Q|U|M|1035414|0|34824|997590|0|0|0|931120.68|0|1|0|0|0|215662.88|319956.2|0|0|412500|0|0|0|12/31/2016
C00305599|MAYER ELECTRIC SUPPLY COMPANY INC POLITICAL ACTION COMMITTEE, THE (MAYER ELECTRIC PAC)|Q|U|Q|6022.39|0|6016.85|0|0|0|0|750|750|0|0|0|0|19814|25088|0|0|250|0|0|0|12/31/2016
C00305607|YOUNG JEWISH LEADERSHIP POLITICAL ACTION COMMITTEE INC, THE|Q|U|Q|7|0|0|0|0|0|0|2382|0|0|0|0|0|5222|2848|0|0|2000|0|0|0|10/15/2016
C00305789|ALL-PAC|N|U|A|200|0|200|0|0|0|0|97|0|0|0|0|0|42|76|0|0|0|0|0|0|12/31/2016
C00305805|FREEDOM PROJECT; THE|Q|D|M|1974261.76|1324541.38|52776.03|549000|0|0|0|1671267.58|0|0|0|0|0|890661.12|1193655.3|0|0|765620.43|0|0|0|12/31/2016
C00305870|AMERICAN FREE ENTERPRISE PAC|Q|U|A|0|0|0|0|0|0|0|1100|0|0|0|0|0|4262.05|3162.05|0|0|0|0|0|0|12/31/2016
C00305979|HAMMEL GREEN AND ABRAHAMSON, INC., PAC|N|U|Q|3683|0|3683|0|0|0|0|6456|0|0|0|0|0|4673.16|1900.16|0|0|300|0|0|0|12/31/2016
C00306035|SECOND CONGRESSIONAL DISTRICT DEMOCRATIC PARTY|Y|U|Q|67107.12|0|64196.12|0|0|0|0|65064.95|7700|0|0|0|0|679.64|2721.81|0|0|0|0|0|0|12/31/2016
C00306175|LYONDELL CHEMICAL COMPANY PAC|Q|B|M|311036.76|0|291954.43|0|0|0|0|286142.33|0|15972.33|0|0|0|50227.35|75121.78|0|0|159000|0|0|0|12/31/2016
C00306449|AMERICAN ACADEMY OF OTOLARYNGOLOGY-HEAD AND NECK SURGERY ENT PAC|Q|B|M|301676.93|0|301606.79|0|0|0|0|330374.26|0|0|0|0|0|78913.2|50215.87|0|0|313997.86|0|0|0|12/31/2016
C00306613|OREGON WILD CONSERVATION LEADERS FUND FEDERAL PAC|Q|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|223|223|461|0|0|0|0|0|12/31/2016
C00306670|NATIONAL JEWISH DEMOCRATIC COUNCIL POLITICAL ACTION COMMITTEE|Q|U|T|24|0|24|0|0|0|0|2092.39|0|0|0|0|0|2068.39|0|0|0|0|0|0|0|03/23/2015
C00306894|MANAGED FUNDS ASSOCIATION POLITICAL ACTION COMMITTEE|Q|B|M|360124.76|0|345124.76|15000|0|0|0|361781.97|0|0|0|0|0|93938.3|92281.09|0|0|352750|0|0|0|12/31/2016
C00307223|D C BUILDING INDUSTRY ASSOCIATION POLITICAL ACTION COMMITTEE INC|Q|U|Q|5820|0|5820|0|0|0|0|0|0|0|0|0|0|21985|27805|0|0|0|0|0|0|12/31/2016
C00307249|CITIZENS FINANCIAL GROUP, INC. POLITICAL ACTION COMMITTEE (CITIZENS PAC)|Q|B|M|210384.09|0|210384.09|0|0|0|0|164250|0|0|0|0|0|58306.14|104440.23|0|0|164250|0|0|0|12/31/2016
C00307397|NATIONAL PAWNBROKERS ASSOCIATION INC POLITICAL ACTION COMMITTEE (NPA-PAC)|Q|U|Q|28400|0|23400|0|0|0|0|48361.77|0|0|0|0|0|63083.81|43122.04|0|0|37500|0|0|6462.1|12/31/2016
C00307405|KEEP OUR MISSION PAC|Q|U|T|3.32|0|0|0|0|0|0|8330.28|0|0|0|0|0|8326.96|0|0|0|0|0|0|0|06/30/2015
C00307637|NEW YORK STATE ASSOCIATION OF HEALTH CARE PROVIDERS INC FEDERAL PAC (HCP FEDERAL PAC)|N|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|1375|1375|0|0|0|0|0|0|12/31/2016
C00307777|FREEDOM CLUB FEDERAL PAC|Q|U|Q|34500|0|34500|0|0|0|0|33950.52|0|0|0|0|0|2765.19|3314.67|0|0|30000|3938.52|0|3|12/31/2016
C00307991|DNC PAC|Q|U|M|45200|0|20000|25200|0|0|0|46353.64|500|0|0|0|0|6905.71|5742.08|0|0|26930|0|0|0|12/31/2016
C00308460|A BRTHD AIMED TOWARD EDUC OF IL FED ELEC DEVICE FOR POLITICALLY ACTIVE MOTORCYCLISTS...|Q|U|Q|17126|0|17126|0|0|0|0|31425|0|0|0|0|0|31379.43|17080.43|0|0|31200|0|0|0|12/31/2016
C00308478|USA RICE FEDERATION PAC|Q|B|Q|334564.21|0|299405.97|30000|0|0|0|273371.48|0|1550|0|0|0|43574.91|104767.64|0|0|252000|0|0|0|12/31/2016
C00309146|AMERICAN GAMING ASSOCIATION POLITICAL ACTION COMMITTEE|Q|B|Q|87894.2|0|74894.2|5000|0|0|0|64860.25|0|1500|0|0|0|11703.98|34737.93|0|0|63000|0|0|0|12/31/2016
C00309468|MSCPAC|Q|U|Q|66501.73|0|66501|0|0|0|0|76055.77|0|0|0|0|0|12162|2609|0|0|75270|0|0|0|12/31/2016
C00309567|LYNDON LAROUCHE POLITICAL ACTION COMMITTEE|Q|U|Q|3109298.74|0|3092906.92|6.6|0|0|0|3114033.95|0|3846.1|0|0|0|6111.43|1376.22|62116.2|0|0|0|0|0|12/31/2016
C00309716|THE SOCIETY OF THE PLASTICS INDUSTRY, INC. POLITICAL ACTION COMMITTEE|Q|B|Q|52210|0|47210|5000|0|0|0|32277.19|0|0|0|0|0|14400.27|34333.08|0|0|29000|0|0|214.01|12/31/2016
C00309781|APOLLO EDUCATION GROUP INC. POLITICAL ORGANIZATION FOR LEGISLATIVE LEADERSHIP|Q|B|M|215210.09|0|210210.09|0|0|0|0|209075|0|200|0|0|0|39308.28|45443.37|0|0|207875|0|0|0|12/31/2016
C00311142|TROUTMAN SANDERS LLP POLITICAL ACTION COMMITTEE|Q|B|M|138863.08|0|138863.08|0|0|0|0|114626.75|0|0|0|0|0|16065.81|40302.14|0|0|104750|0|0|0|12/31/2016
C00311308|THE TIMKEN COMPANY GOOD GOVERNMENT FUND|Q|B|M|139500.87|0|139500.87|0|0|0|0|149338.34|0|0|0|0|0|73491.58|63654.11|0|0|122700|0|0|0|12/31/2016
C00311878|MEDTRONIC INC. PAC|Q|B|M|647859.51|67806.76|580052.75|0|0|0|0|496417.63|0|240|0|0|0|110852.02|262293.9|0|0|483000|0|0|0|12/31/2016
C00311944|DGA-PAC THE POLITICAL ACTION COMMITTEE OF THE DIRECTORS GUILD OF AMERICA INC.|Q|U|M|311014.13|0|310870.72|0|0|0|0|250880.4|0|152.24|0|0|0|262828.06|322961.79|0|0|147500|0|0|0|12/31/2016
C00312082|PLANNED PARENTHOOD OF HOUSTON AND SOUTHEAST TEXAS PAC|Q|U|T|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|03/31/2016
C00312223|BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA EMPLOYEE POLITICAL ACTION COMMITTEE|Q|P|Q|297771.54|0|297771.54|0|0|0|0|274759.49|0|-3000|0|0|0|51701.18|74713.23|0|0|24500|0|0|0|12/31/2016
C00312777|COZEN O'CONNOR POLITICAL ACTION COMMITTEE|Q|U|Q|488481.47|0|479164.8|0|0|0|0|523686.45|0|844.87|0|0|0|44869.48|9664.5|0|0|442173.2|0|0|0|12/31/2016
C00312785|SWISHER INTERNATIONAL INC PAC FUND|Q|U|Q|264153|0|264153|0|0|0|0|232500|5000|0|0|0|0|39806|71459|0|0|227500|0|0|0|12/31/2016
C00313700|TRANS UNION LLC POLITICAL ACTION COMMITTEE|Q|U|Q|117126.85|0|117114.99|0|0|0|0|109035|0|0|0|0|0|44143.7|52235.55|0|0|109000|0|0|0|12/31/2016
C00314054|AMERICAN AIR LIQUIDE HOLDINGS INC PAC|Q|U|Q|105274.68|0|105274.68|0|0|0|0|45347.38|0|0|0|0|0|51070.3|110997.6|0|0|43000|0|0|0|12/31/2016
C00314617|PLANNED PARENTHOOD ACTION FUND INC. PAC, DBA PLANNED PARENTHOOD FEDERAL PAC|Q|B|M|1155875.06|0|1141261.84|0|0|0|0|1164186.3|0|550|0|0|0|412327.92|404016.68|0|0|1039494.94|0|0|0|12/31/2016
C00314997|LABORATORY CORPORATION OF AMERICA HOLDINGS POLITICAL PARTICIPATION COMMITTEE|Q|U|Q|171958.71|0|171723.19|0|0|0|0|149037|0|0|0|0|0|192812.37|215734.08|0|0|145500|0|0|0|12/31/2016
C00315713|LIBERTARIAN PARTY OF ILLINOIS|X|U|Q|185926.84|68125.5|108297.54|0|0|0|0|165979.78|0|0|0|0|0|1109.07|21056.13|0|0|0|0|0|0|12/31/2016
C00315747|21ST CENTURY PAC|Q|D|T||||||||||||||||||||||
C00316331|INTERNATIONAL GAME TECHNOLOGY (IGT) PAC|Q|U|T|14222.83|0|9222.83|0|0|0|0|74740.23|27240.23|0|0|0|0|60517.4|0|0|0|47500|0|0|0|08/04/2015
C00316356|FUNERAL DIRECTORS ASSOC OF KENTUCKY - KENTUCKY FUNERAL DIRECTORS POLITICAL ACTION CMTE|N|U|Q|14425|0|14425|0|0|0|0|2087|0|0|0|0|0|5819|11969|0|0|0|0|0|0|12/31/2016
C00316455|OHIO GUN COLLECTORS ASSOCIATION POLITICAL ACTION COMMITTEE (SSF)|Q|U|M|73013.28|0|73013.28|0|0|0|0|81694.63|0|0|0|0|0|16283.17|7601.82|0|0|29500|0|0|0|12/31/2016
C00317297|FBL FINANCIAL GROUP INC PAC|Q|U|Q|21427.2|0|21427.2|0|0|0|0|22400|0|0|0|0|0|6132.42|5159.62|0|0|12000|0|0|0|12/31/2016
C00317479|GOOD GOVERNMENT FOR AMERICA COMMITTEE|Q|D|T|0|0|0|0|0|0|0|5526.5|0|0|0|0|0|5526.5|0|0|0|4506.5|0|0|0|04/04/2015
C00317511|SUPERIOR CALIFORNIA FEDERAL LEADERSHIP PAC|Q|U|M|0|0|0|0|0|0|0|0|0|0|0|0|0|934.32|934.32|0|0|0|0|0|0|12/31/2016
C00317529|TUPPERWARE BRANDS CORPORATION PAC|Q|U|M|16042|0|16042|0|0|0|0|31500|0|0|0|0|0|55881.64|40423.64|0|0|28500|0|0|0|12/31/2016
C00317735|ENVIRONMENTAL CHEMICAL CORPORATION (ECC) PAC|Q|U|Q|9365|0|9365|0|0|0|0|15500|0|0|0|0|0|113790|107655|0|0|15500|0|0|0|12/31/2016
C00318311|NATIONAL WEATHER SERVICE EMPLOYEES ORGANIZATION POLITICAL ACTION COMMITTEE|Q|U|Q|95106.8|0|94106.8|0|0|0|0|79250|0|0|0|0|0|83309|99165.8|0|0|79250|0|0|0|12/31/2016
C00318519|BURNS AND ROE GROUP INC POLITICAL ACTION COMMITTEE|Q|U|Q|0|0|0|0|0|0|0|0|0|0|0|0|0|20411|20411|0|0|0|0|0|0|11/28/2016
C00318691|TEAMSTERS LOCAL 77 POLITICAL ACTION COMMITTEE|N|U|Q|39533|0|39255|0|0|0|0|37593|0|0|0|0|0|76541|78481|0|0|0|0|0|0|12/31/2016
C00318766|CALIFORNIA INDEPENDENT PETROLEUM ASSOCIATION FEDERAL PAC|Q|U|Q|68365.5|0|67362.5|0|0|0|0|75474.97|0|0|0|0|0|20562.04|13452.57|0|0|55548.91|0|0|0|12/31/2016
C00318816|ASSOCIATED OREGON LOGGERS INC FEDERAL PAC (AOL FED PAC)|N|U|Q|6100|0|6100|0|0|0|0|5000|0|0|0|0|0|860.98|1960.98|0|0|5000|0|0|0|12/31/2016
C00318899|GALLAGHER & KENNEDY GOOD GOVERNMENT COMMITTEE|N|U|Q|525|0|525|0|0|0|0|1400|0|0|0|0|0|415.12|65.12|0|0|1400|0|0|0|12/31/2016
C00318907|GREEN PARTY OF NEW YORK STATE|X|U|Q|59286.07|0|49184.15|10101.92|0|0|0|55829.18|0|463.8|0|0|0|11568.28|15025.17|0|0|491.7|0|0|0|12/31/2016
C00319194|GEORGIA OILMEN'S ASSOCIATION INC PAC (GOAPAC)|Q|U|M|17250|0|17250|0|0|0|0|8000|0|0|0|0|0|5450|14700|0|0|8000|0|0|0|12/31/2016
C00319319|PHYSICIAN INSURERS ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE (PIAAPAC)|Q|B|Q|42866.17|0|38650|2500|0|0|0|42747.5|0|0|0|0|0|10838.81|10957.48|0|0|41000|0|0|0|12/31/2016
C00319368|COLLECTIVE BRANDS, INC. POLITICAL ACTION COMMITTEE|Q|B|T|0|0|0|0|0|0|0|658.69|0|0|0|0|0|658.69|0|0|0|0|0|0|0|05/16/2016
